"water_year","month","Region","Season","st_index","CPUE"
2020,6,"Suisun Bay","Summer","Drought, no barrier",16490.3622128569
2020,6,"Suisun Marsh","Summer","Drought, no barrier",9674.02966087366
2020,7,"Confluence","Summer","Drought, no barrier",10386.6077909549
2020,7,"SouthCentral","Summer","Drought, no barrier",20106.7977571643
2020,7,"Suisun Bay","Summer","Drought, no barrier",19309.0403252255
2020,7,"Suisun Marsh","Summer","Drought, no barrier",8545.8472430436
2020,8,"Confluence","Summer","Drought, no barrier",14171.18125
2020,8,"SouthCentral","Summer","Drought, no barrier",15655.61
2020,8,"Suisun Bay","Summer","Drought, no barrier",28077.6314285714
2020,8,"Suisun Marsh","Summer","Drought, no barrier",13073.3336363636
2020,9,"Confluence","Fall","Drought, no barrier",14743.8866666667
2020,9,"SouthCentral","Fall","Drought, no barrier",18684.65
2020,9,"Suisun Bay","Fall","Drought, no barrier",25940.24
2020,9,"Suisun Marsh","Fall","Drought, no barrier",7955.037
2020,10,"Confluence","Fall","Drought, no barrier",18192.345625
2020,10,"SouthCentral","Fall","Drought, no barrier",17944.25
2020,10,"Suisun Bay","Fall","Drought, no barrier",22764.85
2020,10,"Suisun Marsh","Fall","Drought, no barrier",8303.90727272727
2020,11,"Confluence","Fall","Drought, no barrier",30571.4866666667
2020,11,"SouthCentral","Fall","Drought, no barrier",5665.5
2020,11,"Suisun Bay","Fall","Drought, no barrier",25811.0666666667
2020,11,"Suisun Marsh","Fall","Drought, no barrier",34701.51
2020,12,"Confluence","Winter","Drought, no barrier",5985.87117647059
2020,12,"SouthCentral","Winter","Drought, no barrier",1172.1125
2020,12,"Suisun Bay","Winter","Drought, no barrier",8544.863
2020,12,"Suisun Marsh","Winter","Drought, no barrier",6274.72333333333
2021,12,"Confluence","Winter","Drought, with barrier",3783.89
